,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
20,NBIS,Nebius Group N.V.,,27.21 +1.54 (+6.00%),1.54,+6.00%,5.781M,12.454M,6.415B,-,28.35%,
21,ADMA,"ADMA Biologics, Inc.",,19.92 +1.21 (+6.44%),1.21,+6.44%,2.547M,2.548M,4.712B,24.59,196.04%,
22,DJT,Trump Media & Technology Group Corp.,,21.26 +1.17 (+5.82%),1.17,+5.82%,3.932M,7.774M,4.679B,-,-53.17%,
23,GLNG,Golar LNG Limited,,36.99 +1.95 (+5.57%),1.95,+5.57%,754696,1.373M,3.865B,308.25,42.67%,
24,BBAR,Banco BBVA Argentina S.A.,,18.50 +0.87 (+4.93%),0.87,+4.93%,448061,846279,4.601B,11.42,115.26%,
25,BA,The Boeing Company,,170.04 +8.47 (+5.24%),8.47,+5.24%,8.452M,8.129M,127.939B,-,-13.96%,
26,AUR,"Aurora Innovation, Inc.",,7.28 +0.34 (+4.97%),0.34,+4.97%,4.937M,14.837M,12.679B,-,184.43%,
27,MSTR,MicroStrategy Incorporated,,296.89 +13.70 (+4.84%),13.7,+4.84%,8.334M,19.02M,77.316B,-,83.11%,
28,BROS,Dutch Bros Inc.,,66.07 +3.06 (+4.85%),3.06,+4.85%,2.291M,2.983M,10.187B,194.31,84.02%,
29,BMA,Banco Macro S.A.,,81.50 +3.55 (+4.55%),3.55,+4.55%,107056,332793,6.228B,10.60,61.72%,
30,XPEV,XPeng Inc.,,23.76 +1.12 (+4.97%),1.12,+4.97%,9.169M,12.101M,24.362B,-,138.07%,
31,VRT,Vertiv Holdings Co,,88.61 +3.94 (+4.66%),3.94,+4.66%,3.362M,9.923M,33.739B,69.22,8.76%,
32,LB,LandBridge Company LLC,,75.52 +3.17 (+4.38%),3.17,+4.38%,286503,617363,5.773B,-,212.53%,
33,FRO,Frontline plc,,16.55 +0.73 (+4.65%),0.73,+4.65%,1.863M,3.375M,3.683B,7.42,-30.17%,
34,PTEN,"Patterson-UTI Energy, Inc.",,8.30 +0.38 (+4.74%),0.38,+4.74%,5.004M,10.448M,3.205B,-,-32.48%,
35,CAR,"Avis Budget Group, Inc.",,60.63 +2.62 (+4.53%),2.62,+4.53%,381816,822363,2.129B,-,-50.25%,
36,TGS,Transportadora de Gas del Sur S.A.,,26.45 +1.12 (+4.42%),1.12,+4.42%,235368,336948,4.83B,28.14,76.64%,
37,CZR,"Caesars Entertainment, Inc.",,28.76 +1.20 (+4.35%),1.2,+4.35%,3.356M,4.999M,6.097B,-,-33.97%,
38,FIX,"Comfort Systems USA, Inc.",,354.84 +15.54 (+4.58%),15.54,+4.58%,248384,526663,12.616B,24.32,7.95%,
39,VRRM,Verra Mobility Corporation,,21.24 +0.92 (+4.53%),0.92,+4.53%,531996,1.159M,3.39B,111.79,-16.07%,
40,VST,Vistra Corp.,,129.62 +5.16 (+4.15%),5.16,+4.15%,2.693M,8.861M,43.937B,18.54,86.46%,
41,OKLO,Oklo Inc.,,27.18 +1.16 (+4.46%),1.16,+4.46%,5.488M,17.846M,3.718B,-,140.26%,
42,CMBT,Cmb.Tech NV,,9.84 +0.42 (+4.46%),0.42,+4.46%,42987,87650,1.957B,2.22,-35.87%,
43,GEV,GE Vernova Inc.,,332.64 +13.71 (+4.30%),13.71,+4.30%,1.351M,3.968M,91.776B,59.61,124.57%,
44,APP,AppLovin Corporation,,290.11 +11.27 (+4.04%),11.27,+4.04%,3.788M,7.103M,98.627B,64.18,295.41%,
45,ACVA,ACV Auctions Inc.,,14.68 +0.58 (+4.11%),0.58,+4.11%,1.13M,1.895M,2.615B,-,-25.44%,
46,STRL,"Sterling Infrastructure, Inc.",,122.95 +4.91 (+4.16%),4.91,+4.16%,204904,593127,3.763B,14.87,7.61%,
47,CRDO,Credo Technology Group Holding Ltd,,45.97 +1.90 (+4.30%),1.9,+4.30%,2.031M,5.731M,7.805B,1532.17,113.10%,
48,CAVA,"CAVA Group, Inc.",,80.09 +3.31 (+4.31%),3.31,+4.31%,1.34M,2.834M,9.258B,72.81,12.38%,
49,ECG,"Everus Construction Group, Inc.",,39.10 +1.41 (+3.74%),1.41,+3.74%,138503,721844,1.994B,13.91,-23.08%,
50,HOOD,"Robinhood Markets, Inc.",,41.70 +1.60 (+3.99%),1.6,+3.99%,28.267M,31.8M,36.924B,26.73,116.06%,
51,SOFI,"SoFi Technologies, Inc.",,12.44 +0.49 (+4.06%),0.49,+4.06%,18.522M,44.971M,13.635B,31.88,62.36%,
52,MGY,Magnolia Oil & Gas Corporation,,25.02 +0.98 (+4.08%),0.98,+4.08%,1.116M,2.294M,4.858B,12.90,-3.10%,
53,TBBK,"The Bancorp, Inc.",,54.79 +2.21 (+4.20%),2.21,+4.20%,255791,483317,2.634B,12.77,47.08%,
54,GGAL,Grupo Financiero Galicia S.A.,,57.02 +2.21 (+4.03%),2.21,+4.03%,457104,1.045M,11.175B,5.99,116.30%,
55,WGS,GeneDx Holdings Corp.,,94.45 +3.66 (+4.03%),3.66,+4.03%,235118,1.035M,2.651B,-,966.86%,
56,TSLA,"Tesla, Inc.",,234.37 +9.06 (+4.02%),9.06,+4.02%,64.359M,88.604M,753.856B,114.33,28.26%,
57,UPST,"Upstart Holdings, Inc.",,49.56 +1.77 (+3.70%),1.77,+3.70%,2.167M,5.775M,4.644B,-,79.93%,
58,MOD,Modine Manufacturing Company,,86.33 +3.29 (+3.96%),3.29,+3.96%,390026,1.317M,4.539B,29.07,-16.12%,
59,EAT,"Brinker International, Inc.",,138.74 +5.27 (+3.95%),5.27,+3.95%,468317,1.39M,6.161B,24.13,183.35%,
60,PENN,"PENN Entertainment, Inc.",,17.17 +0.64 (+3.84%),0.64,+3.84%,1.568M,4.569M,2.625B,-,-7.29%,
61,BURL,"Burlington Stores, Inc.",,243.01 +9.11 (+3.89%),9.11,+3.89%,498822,1.069M,15.359B,31.20,2.48%,
62,PAM,Pampa Energía S.A.,,78.84 +2.94 (+3.87%),2.94,+3.87%,91790,252108,5.212B,6.86,73.84%,
63,AXON,"Axon Enterprise, Inc.",,561.40 +21.41 (+3.96%),21.41,+3.96%,173130,926441,43.599B,116.71,71.82%,
64,TEAM,Atlassian Corporation,,227.90 +8.45 (+3.85%),8.45,+3.85%,1.412M,2.136M,59.71B,-,11.84%,
65,APH,Amphenol Corporation,,66.30 +2.45 (+3.84%),2.45,+3.84%,6.769M,7.607M,80.295B,34.53,13.91%,
66,IESC,"IES Holdings, Inc.",,186.39 +7.02 (+3.91%),7.02,+3.91%,34822,224653,3.729B,17.35,62.37%,
67,APA,APA Corporation,,20.95 +0.78 (+3.89%),0.78,+3.89%,3.277M,7.757M,7.629B,9.23,-40.31%,
68,ANF,Abercrombie & Fitch Co.,,82.61 +2.91 (+3.65%),2.91,+3.65%,833706,2.338M,4.161B,7.73,-40.98%,
69,AROC,"Archrock, Inc.",,26.66 +0.95 (+3.68%),0.95,+3.68%,483550,1.409M,4.678B,25.39,33.28%,
70,CUK,Carnival Corporation & plc,,18.76 +0.68 (+3.76%),0.68,+3.76%,1.032M,1.822M,25.123B,13.03,18.32%,
71,SNEX,StoneX Group Inc.,,117.86 +4.35 (+3.83%),4.35,+3.83%,120690,235593,3.781B,14.08,65.61%,
72,SYM,Symbotic Inc.,,21.79 +0.80 (+3.81%),0.8,+3.81%,681568,2.016M,12.821B,-,-55.25%,
73,OSIS,"OSI Systems, Inc.",,200.01 +7.34 (+3.81%),7.34,+3.81%,116300,248817,3.36B,25.71,40.97%,
74,HGV,Hilton Grand Vacations Inc.,,37.62 +1.39 (+3.84%),1.39,+3.84%,299041,944343,3.584B,83.60,-21.19%,
75,GH,"Guardant Health, Inc.",,45.43 +1.58 (+3.60%),1.58,+3.60%,873778,2.374M,5.607B,-,144.56%,
76,GEO,"The GEO Group, Inc.",,27.38 +0.94 (+3.58%),0.94,+3.58%,819283,2.911M,3.843B,124.43,87.98%,
77,CCL,Carnival Corporation & plc,,20.86 +0.74 (+3.70%),0.74,+3.70%,16.311M,22.974M,28.207B,14.49,19.41%,
78,DKNG,DraftKings Inc.,,38.28 +1.38 (+3.73%),1.38,+3.73%,3.721M,10.195M,18.758B,-,-20.23%,
79,MTDR,Matador Resources Company,,52.44 +1.88 (+3.72%),1.88,+3.72%,862719,1.312M,6.566B,7.34,-25.31%,
80,CRGY,Crescent Energy Company,,11.61 +0.41 (+3.66%),0.41,+3.66%,1.23M,3.269M,3.001B,-,-2.44%,
81,AVPT,"AvePoint, Inc.",,15.07 +0.53 (+3.65%),0.53,+3.65%,523489,1.471M,3.057B,-,81.98%,
82,GENI,Genius Sports Limited,,9.71 +0.36 (+3.85%),0.36,+3.85%,4.296M,2.682M,2.26B,-,60.10%,
83,RCL,Royal Caribbean Cruises Ltd.,,210.74 +7.35 (+3.62%),7.35,+3.62%,1.296M,2.689M,56.715B,19.26,50.06%,
84,IOT,Samsara Inc.,,39.47 +1.35 (+3.56%),1.35,+3.56%,1.808M,3.761M,22.148B,-,5.86%,
85,VERX,"Vertex, Inc.",,35.92 +1.27 (+3.67%),1.27,+3.67%,713117,1.302M,5.682B,-,15.69%,
86,RBLX,Roblox Corporation,,57.97 +1.99 (+3.56%),1.99,+3.56%,2.708M,8.791M,38.687B,-,48.02%,
87,CIVI,"Civitas Resources, Inc.",,35.90 +1.23 (+3.54%),1.23,+3.54%,750142,1.774M,3.339B,4.24,-53.92%,
88,PAYO,Payoneer Global Inc.,,7.60 +0.30 (+4.11%),0.3,+4.11%,920802,3.223M,2.735B,24.52,52.08%,
89,W,Wayfair Inc.,,31.16 +1.09 (+3.62%),1.09,+3.62%,1.871M,3.74M,3.954B,-,-53.55%,
90,RDNT,"RadNet, Inc.",,50.03 +1.58 (+3.26%),1.58,+3.26%,505260,864075,3.704B,1250.75,2.63%,
91,MNSO,MINISO Group Holding Limited,,21.75 +0.74 (+3.52%),0.74,+3.52%,648600,1.048M,6.994B,21.97,-0.90%,
92,PR,Permian Resources Corporation,,14.04 +0.48 (+3.53%),0.48,+3.53%,4.726M,8.356M,11.28B,9.68,-20.47%,
93,OVV,Ovintiv Inc.,,42.16 +1.41 (+3.46%),1.41,+3.46%,1.293M,2.915M,10.975B,10.01,-20.83%,
94,NU,Nu Holdings Ltd.,,11.90 +0.40 (+3.52%),0.4,+3.52%,24.431M,47.768M,57.222B,29.76,-5.19%,
95,ADT,ADT Inc.,,7.83 +0.25 (+3.30%),0.25,+3.30%,9.316M,10.253M,6.706B,11.86,13.13%,
96,VNOM,"Viper Energy, Inc.",,45.37 +1.58 (+3.61%),1.58,+3.61%,637892,1.719M,9.943B,11.88,17.49%,
97,CLSK,"CleanSpark, Inc.",,7.85 +0.26 (+3.40%),0.26,+3.40%,11.213M,23.468M,2.204B,-,-62.52%,
98,BIRK,Birkenstock Holding plc,,45.08 +1.41 (+3.22%),1.41,+3.22%,724235,1.616M,8.467B,35.22,-4.96%,
99,FMCKJ,Federal Home Loan Mortgage Corporation,,11.38 +0.38 (+3.45%),0.38,+3.45%,101608,783410,7.773B,167.35,167.64%,
100,NTNX,"Nutanix, Inc.",,72.57 +2.39 (+3.41%),2.39,+3.41%,808558,2.344M,19.352B,-,11.80%,
101,TLN,Talen Energy Corporation,,209.70 +6.96 (+3.43%),6.96,+3.43%,289983,1.262M,9.638B,11.86,133.44%,
102,YOU,"Clear Secure, Inc.",,27.42 +0.87 (+3.28%),0.87,+3.28%,1.059M,2.18M,3.753B,17.58,37.92%,
103,GFL,GFL Environmental Inc.,,48.34 +1.58 (+3.38%),1.58,+3.38%,1.481M,1.764M,19.016B,-,32.28%,
104,CRS,Carpenter Technology Corporation,,187.70 +6.16 (+3.39%),6.16,+3.39%,189870,966965,9.375B,35.41,167.84%,
105,GVA,Granite Construction Incorporated,,75.59 +2.49 (+3.41%),2.49,+3.41%,270281,643267,3.283B,28.85,34.47%,
106,CVNA,Carvana Co.,,171.53 +5.01 (+3.01%),5.01,+3.01%,3.284M,4.179M,20.06B,108.56,92.69%,
107,IRTC,"iRhythm Technologies, Inc.",,105.12 +3.46 (+3.40%),3.46,+3.40%,123742,434608,3.302B,-,-3.64%,
108,TWST,Twist Bioscience Corporation,,41.90 +1.33 (+3.28%),1.33,+3.28%,299984,965243,2.499B,-,14.57%,
109,TWLO,Twilio Inc.,,102.56 +3.30 (+3.32%),3.3,+3.32%,790549,3.486M,15.654B,-,60.33%,
110,GSAT,"Globalstar, Inc. Common Stock",,21.48 +0.70 (+3.37%),0.7,+3.37%,303383,956212,2.716B,-,-5.11%,
111,SPR,"Spirit AeroSystems Holdings, Inc.",,34.92 +1.12 (+3.33%),1.12,+3.33%,726821,1.2M,4.094B,-,-3.76%,
112,OWL,Blue Owl Capital Inc.,,20.49 +0.66 (+3.33%),0.66,+3.33%,2.718M,6.388M,31.295B,102.45,10.54%,
113,CLS,Celestica Inc.,,90.05 +2.58 (+2.95%),2.58,+2.95%,1.51M,4.545M,10.451B,24.94,98.57%,
114,PI,"Impinj, Inc.",,94.32 +2.86 (+3.13%),2.86,+3.13%,133440,671677,2.692B,67.86,-25.99%,
115,MKSI,"MKS Instruments, Inc.",,90.51 +2.75 (+3.14%),2.75,+3.14%,438205,1.011M,6.099B,32.21,-29.55%,
116,NFE,New Fortress Energy Inc.,,10.16 +0.31 (+3.20%),0.31,+3.20%,1.038M,5.109M,2.783B,-,-67.96%,
117,NEXT,NextDecade Corporation,,8.78 +0.28 (+3.29%),0.28,+3.29%,781116,1.791M,2.287B,-,50.71%,
118,RSI,"Rush Street Interactive, Inc.",,11.00 +0.34 (+3.19%),0.34,+3.19%,612639,2.098M,2.509B,366.67,74.18%,
119,RH,RH,,229.04 +7.20 (+3.24%),7.2,+3.24%,537295,666027,4.261B,63.27,-23.52%,
120,MUR,Murphy Oil Corporation,,26.95 +0.85 (+3.26%),0.85,+3.26%,944886,2.669M,3.931B,9.91,-41.61%,
121,RYTM,"Rhythm Pharmaceuticals, Inc.",,54.00 +1.71 (+3.27%),1.71,+3.27%,231754,518650,3.414B,-,31.78%,
122,APO,"Apollo Global Management, Inc.",,141.83 +4.39 (+3.19%),4.39,+3.19%,1.783M,5.083M,80.911B,19.35,22.02%,
123,TEM,"Tempus AI, Inc.",,47.08 +1.34 (+2.93%),1.34,+2.93%,5.714M,12.703M,8.108B,-,13.64%,
124,NCLH,Norwegian Cruise Line Holdings Ltd.,,19.67 +0.60 (+3.12%),0.6,+3.12%,7.226M,11.535M,8.652B,10.40,-5.50%,
125,JOBY,"Joby Aviation, Inc.",,6.35 +0.18 (+2.92%),0.18,+2.92%,5.359M,13.71M,5.003B,-,19.11%,
126,BWIN,"The Baldwin Insurance Group, Inc.",,42.79 +1.30 (+3.15%),1.3,+3.15%,332503,523239,2.917B,-,37.43%,
127,ZETA,Zeta Global Holdings Corp.,,14.29 +0.43 (+3.10%),0.43,+3.10%,1.376M,6.36M,3.397B,-,23.53%,
128,DXCM,"DexCom, Inc.",,72.91 +2.21 (+3.13%),2.21,+3.13%,1.586M,3.804M,28.491B,51.35,-46.65%,
129,RMBS,Rambus Inc.,,55.95 +1.62 (+2.99%),1.62,+2.99%,235523,983250,6.012B,33.91,-10.24%,
130,AA,Alcoa Corporation,,35.02 +1.05 (+3.09%),1.05,+3.09%,2.164M,4.856M,9.066B,134.69,8.36%,
131,USLM,"United States Lime & Minerals, Inc.",,94.07 +2.63 (+2.87%),2.63,+2.87%,34024,122313,2.692B,24.82,52.31%,
132,NOG,"Northern Oil and Gas, Inc.",,30.83 +0.90 (+3.01%),0.9,+3.01%,696016,1.663M,3.056B,6.00,-23.53%,
133,TPR,"Tapestry, Inc.",,73.11 +2.14 (+3.02%),2.14,+3.02%,1.923M,5.199M,15.135B,21.25,49.73%,
134,NRG,"NRG Energy, Inc.",,97.50 +2.82 (+2.98%),2.82,+2.98%,928108,3.272M,19.313B,19.54,41.02%,
135,CNK,"Cinemark Holdings, Inc.",,25.79 +0.78 (+3.12%),0.78,+3.12%,1.619M,3.279M,3.154B,12.52,39.88%,
136,SHAK,Shake Shack Inc.,,88.38 +2.60 (+3.03%),2.6,+3.03%,407224,1.393M,3.759B,368.25,-21.46%,
137,FNMAS,Federal National Mortgage Association,,11.57 +0.34 (+3.03%),0.34,+3.03%,214696,1.459M,14.644B,1652.86,152.36%,
138,AU,AngloGold Ashanti plc,,35.22 +1.03 (+3.01%),1.03,+3.01%,2.116M,2.436M,17.735B,15.12,60.74%,
139,TEO,Telecom Argentina S.A.,,10.64 +0.31 (+3.00%),0.31,+3.00%,88762,219498,3.786B,4.84,29.61%,
