,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
15,VNET,"VNET Group, Inc.",,11.65 +1.25 (+12.02%),1.25,+12.02%,10.656M,8.708M,3.112B,582.50,477.78%,
16,TEM,"Tempus AI, Inc.",,47.17 +5.00 (+11.87%),5.0,+11.87%,10.87M,12.337M,8.123B,-,4.76%,
17,FNMA,Federal National Mortgage Association,,6.13 +0.65 (+11.86%),0.65,+11.86%,4.656M,16.436M,7.099B,-,261.84%,
18,CAR,"Avis Budget Group, Inc.",,61.95 +6.46 (+11.64%),6.46,+11.64%,2.108M,776133,2.175B,-,-48.48%,
19,AUR,"Aurora Innovation, Inc.",,6.97 +0.71 (+11.34%),0.71,+11.34%,24.1M,14.712M,12.131B,-,179.46%,
20,FMCC,Federal Home Loan Mortgage Corporation,,5.10 +0.50 (+10.87%),0.5,+10.87%,1.774M,6.441M,3.315B,-,273.17%,
21,ASR,"Grupo Aeroportuario del Sureste, S. A. B. de C. V.",,285.93 +27.44 (+10.62%),27.44,+10.62%,93849,50249,8.561B,13.65,-15.32%,
22,RSI,"Rush Street Interactive, Inc.",,10.70 +1.02 (+10.54%),1.02,+10.54%,2.171M,2.081M,2.44B,356.67,67.18%,
23,ALAB,"Astera Labs, Inc.",,72.18 +6.86 (+10.50%),6.86,+10.50%,3.678M,5.45M,11.704B,-,5.30%,
24,CCI,Crown Castle Inc.,,103.22 +9.69 (+10.37%),9.69,+10.37%,8.715M,3.177M,44.859B,36.60,-10.10%,
25,WGS,GeneDx Holdings Corp.,,98.47 +9.15 (+10.24%),9.15,+10.24%,915450,1.034M,2.764B,-,643.71%,
26,TGTX,"TG Therapeutics, Inc.",,40.84 +3.78 (+10.20%),3.78,+10.20%,4.797M,2.552M,6.415B,272.27,143.50%,
27,FUTU,Futu Holdings Limited,,118.47 +10.95 (+10.18%),10.95,+10.18%,4.581M,2.536M,16.34B,23.69,98.19%,
28,MP,MP Materials Corp.,,26.83 +2.45 (+10.05%),2.45,+10.05%,4.812M,3.155M,4.385B,-,75.40%,
29,TNXP,Tonix Pharmaceuticals Holding Corp.,,15.00 +1.36 (+9.97%),1.36,+9.97%,974758,1.975M,83.857M,-,-98.67%,
30,NBIS,Nebius Group N.V.,,28.75 +2.58 (+9.86%),2.58,+9.86%,10.338M,12.276M,6.778B,-,30.85%,
31,CRDO,Credo Technology Group Holding Ltd,,49.15 +4.20 (+9.34%),4.2,+9.34%,4.687M,5.659M,8.346B,1638.33,136.21%,
32,PATH,UiPath Inc.,,10.88 +0.91 (+9.13%),0.91,+9.13%,26.723M,9.704M,5.98B,-,-56.18%,
33,NU,Nu Holdings Ltd.,,11.73 +0.98 (+9.12%),0.98,+9.12%,53.51M,48.955M,56.381B,29.32,-7.41%,
34,ACHR,Archer Aviation Inc.,,7.90 +0.65 (+8.97%),0.65,+8.97%,23.099M,35.927M,4.286B,-,44.42%,
35,FMCKM,Federal Home Loan Mortgage Corporation,,8.65 +0.71 (+8.94%),0.71,+8.94%,36073,27608,6.96B,127.21,162.90%,
36,HOOD,"Robinhood Markets, Inc.",,39.24 +3.22 (+8.94%),3.22,+8.94%,37.105M,31.166M,34.745B,25.15,98.46%,
37,NFE,New Fortress Energy Inc.,,9.26 +0.76 (+8.88%),0.76,+8.88%,7.042M,5.138M,2.535B,-,-72.90%,
38,FNMAJ,Federal National Mortgage Association,,9.49 +0.77 (+8.83%),0.77,+8.83%,55071,37571,13.099B,1355.71,155.17%,
39,CVNA,Carvana Co.,,181.18 +14.51 (+8.71%),14.51,+8.71%,5.284M,4.085M,21.188B,114.67,109.44%,
40,BEKE,KE Holdings Inc.,,24.39 +1.95 (+8.69%),1.95,+8.69%,10.256M,8.132M,29.209B,49.78,59.94%,
41,PONY,Pony AI Inc.,,13.92 +1.11 (+8.67%),1.11,+8.67%,1.608M,1.333M,4.858B,-,6.75%,
42,FMCKI,Federal Home Loan Mortgage Corporation,,8.70 +0.69 (+8.61%),0.69,+8.61%,18754,33014,6.554B,127.94,133.53%,
43,MARA,"MARA Holdings, Inc.",,13.18 +1.02 (+8.39%),1.02,+8.39%,41.879M,39.684M,4.558B,7.66,-37.06%,
44,SMMT,Summit Therapeutics Inc.,,20.79 +1.60 (+8.34%),1.6,+8.34%,3.187M,2.504M,15.336B,-,315.37%,
45,PLTR,Palantir Technologies Inc.,,86.24 +6.62 (+8.31%),6.62,+8.31%,113.455M,99.307M,202.264B,453.89,238.95%,
46,ELF,"e.l.f. Beauty, Inc.",,68.18 +5.21 (+8.27%),5.21,+8.27%,2.147M,2.736M,3.845B,40.83,-68.42%,
47,FINMY,Leonardo S.p.a.,,26.00 +1.94 (+8.06%),1.94,+8.06%,51465,87722,29.975B,25.74,106.10%,
48,QFIN,"Qifu Technology, Inc.",,43.19 +3.22 (+8.06%),3.22,+8.06%,1.47M,1.233M,6.828B,8.94,118.30%,
49,FNMAH,Federal National Mortgage Association,,8.80 +0.65 (+7.98%),0.65,+7.98%,21619,88540,12.524B,1257.14,144.74%,
50,SMCI,"Super Micro Computer, Inc.",,42.17 +3.09 (+7.91%),3.09,+7.91%,56.856M,72.059M,25.027B,18.33,-63.44%,
51,MDGL,"Madrigal Pharmaceuticals, Inc.",,348.35 +25.33 (+7.84%),25.33,+7.84%,380892,421835,7.692B,-,19.47%,
52,FUN,Six Flags Entertainment Corporation,,37.80 +2.74 (+7.82%),2.74,+7.82%,1.404M,1.418M,3.794B,-,-18.48%,
53,ASTS,"AST SpaceMobile, Inc.",,28.15 +2.03 (+7.77%),2.03,+7.77%,8.366M,11.606M,8.909B,-,731.85%,
54,APP,AppLovin Corporation,,292.89 +20.89 (+7.68%),20.89,+7.68%,9.807M,6.975M,99.57B,64.51,330.86%,
55,ATEYY,Advantest Corporation,,56.85 +4.05 (+7.67%),4.05,+7.67%,23210,117828,41.709B,45.85,21.73%,
56,LB,LandBridge Company LLC,,72.57 +5.13 (+7.61%),5.13,+7.61%,348920,624789,5.548B,-,191.32%,
57,ASAN,"Asana, Inc.",,13.88 +0.97 (+7.51%),0.97,+7.51%,4.236M,3.795M,3.175B,-,-19.11%,
58,CE,Celanese Corporation,,57.05 +3.96 (+7.46%),3.96,+7.46%,2.019M,3.06M,6.237B,-,-66.83%,
59,FNMAL,Federal National Mortgage Association,,17.45 +1.20 (+7.38%),1.2,+7.38%,34106,7937,13.056B,2492.86,175.42%,
60,CVLT,"Commvault Systems, Inc.",,159.17 +10.86 (+7.32%),10.86,+7.32%,645687,474128,7.003B,41.89,51.48%,
61,OMAB,"Grupo Aeroportuario del Centro Norte, S.A.B. de C.V.",,81.10 +5.52 (+7.30%),5.52,+7.30%,88744,71062,3.901B,16.12,7.88%,
62,LMND,"Lemonade, Inc.",,34.97 +2.37 (+7.27%),2.37,+7.27%,1.612M,2.35M,2.547B,-,100.74%,
63,OMF,"OneMain Holdings, Inc.",,48.63 +3.28 (+7.23%),3.28,+7.23%,1.667M,967662,5.805B,11.47,-5.97%,
64,IEP,Icahn Enterprises L.P.,,9.50 +0.63 (+7.10%),0.63,+7.10%,1.274M,954901,4.966B,-,-49.23%,
65,CSAN,Cosan S.A.,,5.28 +0.35 (+7.10%),0.35,+7.10%,1.392M,1.13M,2.453B,-,-62.31%,
66,RKLB,"Rocket Lab USA, Inc.",,18.81 +1.24 (+7.06%),1.24,+7.06%,11.803M,19.495M,8.531B,-,326.46%,
67,FNMAT,Federal National Mortgage Association,,9.90 +0.65 (+7.03%),0.65,+7.03%,38418,97957,13.1B,1414.29,149.33%,
68,RIOT,"Riot Platforms, Inc.",,7.82 +0.51 (+6.98%),0.51,+6.98%,18.788M,30.336M,2.739B,23.00,-36.98%,
69,TGS,Transportadora de Gas del Sur S.A.,,27.33 +1.77 (+6.92%),1.77,+6.92%,291208,342411,4.742B,29.07,99.53%,
70,RXRX,"Recursion Pharmaceuticals, Inc.",,6.35 +0.41 (+6.90%),0.41,+6.90%,14.895M,23.562M,2.553B,-,-47.06%,
71,SPOT,Spotify Technology S.A.,,574.79 +36.88 (+6.86%),36.88,+6.86%,3.05M,2.199M,117.664B,95.48,111.04%,
72,CLF,Cleveland-Cliffs Inc.,,10.39 +0.66 (+6.78%),0.66,+6.78%,20.232M,18.281M,5.138B,-,-50.76%,
73,AFRM,"Affirm Holdings, Inc.",,50.08 +3.18 (+6.78%),3.18,+6.78%,6.272M,6.947M,16.03B,-,39.13%,
74,SAABY,Saab AB (publ),,19.75 +1.25 (+6.76%),1.25,+6.76%,27740,162944,21.296B,50.64,52.64%,
75,BRZE,"Braze, Inc.",,35.28 +2.17 (+6.55%),2.17,+6.55%,1.097M,1.217M,3.651B,-,-34.29%,
76,TMDX,"TransMedics Group, Inc.",,68.53 +4.18 (+6.50%),4.18,+6.50%,908414,1.844M,2.307B,64.05,-15.26%,
77,INTR,"Inter & Co, Inc.",,5.91 +0.36 (+6.49%),0.36,+6.49%,2.287M,2.656M,2.599B,16.42,-6.25%,
78,DAL,"Delta Air Lines, Inc.",,46.75 +2.83 (+6.44%),2.83,+6.44%,14.655M,9.242M,30.199B,8.77,1.86%,
79,PETRY,Vibra Energia S.A.,,6.14 +0.37 (+6.41%),0.37,+6.41%,34004,67188,3.442B,3.13,-37.72%,
80,OTLY,Oatly Group AB,,8.84 +0.53 (+6.38%),0.53,+6.38%,136015,253098,263.858M,-,-58.11%,
81,CRWD,"CrowdStrike Holdings, Inc.",,353.73 +21.20 (+6.38%),21.2,+6.38%,4.348M,3.952M,87.681B,-,5.35%,
82,AVPT,"AvePoint, Inc.",,14.66 +0.87 (+6.31%),0.87,+6.31%,1.545M,1.459M,2.959B,-,82.65%,
83,MKSI,"MKS Instruments, Inc.",,86.32 +5.08 (+6.25%),5.08,+6.25%,1.899M,978950,5.816B,30.72,-32.98%,
84,MU,"Micron Technology, Inc.",,100.79 +5.91 (+6.23%),5.91,+6.23%,24.598M,24.713M,112.297B,28.88,1.75%,
85,ENVA,"Enova International, Inc.",,92.62 +5.43 (+6.23%),5.43,+6.23%,381964,250342,2.389B,12.47,45.92%,
86,DAY,Dayforce Inc,,55.39 +3.21 (+6.15%),3.21,+6.15%,3.099M,1.764M,8.803B,503.55,-21.05%,
87,SOFI,"SoFi Technologies, Inc.",,12.09 +0.70 (+6.15%),0.7,+6.15%,37.284M,46.085M,13.257B,31.00,62.02%,
88,YPF,YPF Sociedad Anónima,,35.78 +2.07 (+6.14%),2.07,+6.14%,1.785M,2.042M,16.323B,5.97,86.66%,
89,FG,"F&G Annuities & Life, Inc.",,42.73 +2.46 (+6.11%),2.46,+6.11%,173676,73335,5.417B,8.76,6.87%,
90,MPWR,"Monolithic Power Systems, Inc.",,606.06 +34.85 (+6.10%),34.85,+6.10%,868674,874281,29.01B,16.55,-16.85%,
91,RUM,Rumble Inc.,,8.03 +0.46 (+6.08%),0.46,+6.08%,2.065M,6.562M,2.548B,-,-1.94%,
92,BYDDY,BYD Company Limited,,100.09 +5.73 (+6.07%),5.73,+6.07%,238747,483762,154.13B,31.18,77.14%,
93,FMCKJ,Federal Home Loan Mortgage Corporation,,10.50 +0.60 (+6.06%),0.6,+6.06%,224135,874774,7.172B,154.41,167.57%,
94,BYDDF,BYD Company Limited,,50.10 +2.86 (+6.05%),2.86,+6.05%,58694,104506,154.185B,31.12,76.61%,
95,STR,Sitio Royalties Corp.,,19.80 +1.12 (+6.00%),1.12,+6.00%,775341,717810,3B,40.41,-20.03%,
96,LKNCY,Luckin Coffee Inc.,,33.61 +1.90 (+5.99%),1.9,+5.99%,1.862M,1.978M,9.438B,26.46,33.01%,
97,CLS,Celestica Inc.,,91.58 +5.17 (+5.98%),5.17,+5.98%,3.5M,4.442M,10.68B,25.37,96.52%,
98,WDC,Western Digital Corporation,,44.53 +2.50 (+5.95%),2.5,+5.95%,7.88M,8.849M,15.489B,12.87,-7.00%,
99,THLLY,Thales S.A.,,54.79 +3.05 (+5.89%),3.05,+5.89%,16173,106133,56.726B,51.21,61.87%,
100,NE,Noble Corporation plc,,23.78 +1.32 (+5.88%),1.32,+5.88%,1.928M,2.101M,3.786B,8.03,-52.61%,
101,GKOS,Glaukos Corporation,,102.19 +5.59 (+5.79%),5.59,+5.79%,901812,821718,5.781B,-,13.00%,
102,LYFT,"Lyft, Inc.",,11.92 +0.65 (+5.77%),0.65,+5.77%,14.532M,18.474M,4.983B,198.67,-34.59%,
103,PNGAY,"Ping An Insurance (Group) Company of China, Ltd.",,12.85 +0.70 (+5.76%),0.7,+5.76%,27736,245018,127.611B,7.22,34.40%,
104,SMMYY,"Sumitomo Metal Mining Co., Ltd.",,5.51 +0.30 (+5.76%),0.3,+5.76%,58933,215215,6.096B,30.61,-29.25%,
105,HPE,Hewlett Packard Enterprise Company,,15.62 +0.85 (+5.75%),0.85,+5.75%,20.52M,16.504M,20.518B,7.51,-11.72%,
106,HRI,Herc Holdings Inc.,,129.28 +7.03 (+5.75%),7.03,+5.75%,527103,464450,3.679B,17.47,-22.33%,
107,RGEN,Repligen Corporation,,150.62 +8.18 (+5.74%),8.18,+5.74%,443419,618766,8.439B,-,-25.00%,
108,ZLAB,Zai Lab Limited,,38.20 +2.06 (+5.70%),2.06,+5.70%,1.028M,804672,4.136B,-,95.67%,
109,DJTWW,Trump Media & Technology Group Corp.,,12.25 +0.66 (+5.69%),0.66,+5.69%,41749,115225,3.912B,-,-13.40%,
110,SHAK,Shake Shack Inc.,,87.48 +4.71 (+5.69%),4.71,+5.69%,1.611M,1.356M,3.721B,364.50,-20.18%,
111,VEON,VEON Ltd.,,42.04 +2.26 (+5.68%),2.26,+5.68%,100852,135732,2.97B,8.42,60.66%,
112,TOST,"Toast, Inc.",,34.46 +1.85 (+5.67%),1.85,+5.67%,7.424M,6.314M,19.815B,1148.67,38.47%,
113,KNF,Knife River Corporation,,93.29 +5.00 (+5.66%),5.0,+5.66%,467452,473784,5.281B,26.28,17.31%,
114,PEGA,Pegasystems Inc.,,71.99 +3.85 (+5.65%),3.85,+5.65%,1.094M,864428,6.184B,64.86,9.83%,
115,XP,XP Inc.,,14.67 +0.78 (+5.62%),0.78,+5.62%,22.711M,7.261M,7.884B,10.33,-45.25%,
116,CLBT,Cellebrite DI Ltd.,,18.25 +0.97 (+5.61%),0.97,+5.61%,1.456M,1.882M,3.921B,-,49.61%,
117,GWRE,"Guidewire Software, Inc.",,185.84 +9.83 (+5.58%),9.83,+5.58%,1.362M,1.285M,15.588B,-,56.23%,
118,DAN,Dana Incorporated,,14.37 +0.76 (+5.58%),0.76,+5.58%,1.069M,1.63M,2.084B,-,17.13%,
119,EDU,New Oriental Education & Technology Group Inc.,,50.72 +2.68 (+5.58%),2.68,+5.58%,1.265M,1.922M,8.294B,22.05,-47.70%,
120,MNDY,monday.com Ltd.,,255.87 +13.50 (+5.57%),13.5,+5.57%,781910,1.125M,12.757B,406.14,11.69%,
121,OKTA,"Okta, Inc.",,112.55 +5.92 (+5.55%),5.92,+5.55%,4.435M,3.274M,19.539B,1875.83,0.50%,
122,GH,"Guardant Health, Inc.",,42.89 +2.25 (+5.54%),2.25,+5.54%,1.759M,2.37M,5.294B,-,129.09%,
123,VAL,Valaris Limited,,38.32 +2.01 (+5.54%),2.01,+5.54%,1.509M,1.916M,2.722B,7.48,-48.70%,
124,OVV,Ovintiv Inc.,,40.53 +2.12 (+5.52%),2.12,+5.52%,3.262M,2.887M,10.551B,9.63,-23.29%,
125,LITE,Lumentum Holdings Inc.,,63.61 +3.32 (+5.51%),3.32,+5.51%,2.199M,2.35M,4.402B,-,32.36%,
126,RRR,"Red Rock Resorts, Inc.",,45.04 +2.35 (+5.50%),2.35,+5.50%,698467,601345,4.64B,17.80,-22.41%,
127,MANH,"Manhattan Associates, Inc.",,172.50 +9.00 (+5.50%),9.0,+5.50%,1.065M,772715,10.544B,49.01,-33.81%,
128,ATAT,Atour Lifestyle Holdings Limited,,31.25 +1.63 (+5.50%),1.63,+5.50%,949484,1.101M,4.3B,26.94,52.68%,
129,PBR,Petróleo Brasileiro S.A. - Petrobras,,13.43 +0.70 (+5.50%),0.7,+5.50%,25.615M,14.776M,84.154B,11.58,-12.45%,
130,RDDT,"Reddit, Inc.",,128.21 +6.68 (+5.50%),6.68,+5.50%,6.786M,6.623M,23.194B,-,140.94%,
131,DY,"Dycom Industries, Inc.",,155.57 +8.10 (+5.49%),8.1,+5.49%,576018,543579,4.508B,19.64,3.10%,
132,VST,Vistra Corp.,,124.46 +6.46 (+5.47%),6.46,+5.47%,6.595M,8.812M,42.187B,17.78,91.68%,
133,PBF,PBF Energy Inc.,,20.74 +1.07 (+5.44%),1.07,+5.44%,2.916M,2.578M,2.392B,-,-65.28%,
134,SITM,SiTime Corporation,,167.03 +8.61 (+5.43%),8.61,+5.43%,267366,305450,3.942B,-,88.30%,
135,BILL,"BILL Holdings, Inc.",,46.42 +2.39 (+5.43%),2.39,+5.43%,3.556M,3.514M,4.732B,119.03,-31.89%,
136,DJT,Trump Media & Technology Group Corp.,,20.21 +1.04 (+5.43%),1.04,+5.43%,2.525M,8.307M,4.448B,-,-50.82%,
137,STNE,StoneCo Ltd.,,9.72 +0.50 (+5.42%),0.5,+5.42%,4.461M,6.097M,2.885B,8.84,-46.71%,
138,PR,Permian Resources Corporation,,13.63 +0.70 (+5.41%),0.7,+5.41%,7.031M,8.422M,10.952B,9.40,-21.54%,
139,CZR,"Caesars Entertainment, Inc.",,28.07 +1.44 (+5.41%),1.44,+5.41%,5.113M,4.995M,5.951B,-,-32.01%,
140,DB,Deutsche Bank Aktiengesellschaft,,24.22 +1.24 (+5.40%),1.24,+5.40%,4.612M,2.856M,48.116B,16.26,55.06%,
141,UAL,"United Airlines Holdings, Inc.",,73.67 +3.77 (+5.39%),3.77,+5.39%,7.27M,7.179M,24.115B,7.80,60.25%,
142,CYBR,CyberArk Software Ltd.,,339.47 +17.33 (+5.38%),17.33,+5.38%,564210,598598,16.79B,-,24.39%,
143,FLR,Fluor Corporation,,36.81 +1.87 (+5.35%),1.87,+5.35%,2.861M,3.051M,6.213B,2.99,-9.72%,
144,MGM,MGM Resorts International,,31.76 +1.60 (+5.31%),1.6,+5.31%,5.182M,5.036M,9.069B,13.23,-29.66%,
145,SYM,Symbotic Inc.,,21.65 +1.09 (+5.30%),1.09,+5.30%,1.502M,2.089M,12.739B,-,-54.67%,
146,PENN,"PENN Entertainment, Inc.",,17.09 +0.86 (+5.30%),0.86,+5.30%,4.69M,4.555M,2.614B,-,-7.99%,
147,TPL,Texas Pacific Land Corporation,,"1,321.07 +66.23 (+5.28%)",66.23,+5.28%,98545,140325,30.365B,67.06,125.90%,
148,TREX,"Trex Company, Inc.",,56.84 +2.84 (+5.26%),2.84,+5.26%,2.039M,1.431M,6.091B,27.20,-42.80%,
149,ARM,Arm Holdings plc,,117.94 +5.89 (+5.26%),5.89,+5.26%,4.478M,6.046M,124.309B,155.18,-11.75%,
150,VRT,Vertiv Holdings Co,,87.45 +4.36 (+5.25%),4.36,+5.25%,7.344M,9.808M,33.299B,68.32,12.04%,
151,GDS,GDS Holdings Limited,,35.27 +1.75 (+5.22%),1.75,+5.22%,2.457M,3.021M,6.971B,-,342.80%,
152,VICR,Vicor Corporation,,53.66 +2.66 (+5.22%),2.66,+5.22%,214153,283872,2.424B,383.29,41.39%,
153,SPSC,"SPS Commerce, Inc.",,129.43 +6.38 (+5.18%),6.38,+5.18%,784794,284800,4.889B,63.45,-31.65%,
154,INFA,Informatica Inc.,,18.29 +0.90 (+5.18%),0.9,+5.18%,2.653M,2.389M,5.535B,609.67,-49.23%,
155,MPNGY,Meituan,,45.01 +2.21 (+5.16%),2.21,+5.16%,121689,465159,135.657B,46.89,88.49%,
156,PBR-A,Petróleo Brasileiro S.A. - Petrobras,,12.45 +0.61 (+5.15%),0.61,+5.15%,7.197M,4.777M,83.877B,10.73,-18.01%,
157,NVDA,NVIDIA Corporation,,121.67 +6.09 (+5.27%),6.09,+5.27%,274.062M,270.988M,2.969T,41.38,31.58%,
158,BL,"BlackLine, Inc.",,49.89 +2.43 (+5.12%),2.43,+5.12%,889309,747040,3.134B,34.41,-27.69%,
159,CC,The Chemours Company,,14.40 +0.70 (+5.11%),0.7,+5.11%,3.375M,2.021M,2.152B,25.26,-49.52%,
160,OSIS,"OSI Systems, Inc.",,184.24 +8.93 (+5.09%),8.93,+5.09%,523086,240352,3.095B,23.68,34.13%,
161,ANF,Abercrombie & Fitch Co.,,79.79 +3.86 (+5.08%),3.86,+5.08%,1.722M,2.317M,4.019B,7.46,-39.69%,
162,HIMS,"Hims & Hers Health, Inc.",,33.14 +1.60 (+5.07%),1.6,+5.07%,15.541M,20.888M,7.363B,62.53,115.58%,
163,SOC,Sable Offshore Corp.,,24.86 +1.20 (+5.07%),1.2,+5.07%,891669,1.504M,2.215B,-,102.57%,
164,ORLA,Orla Mining Ltd.,,8.71 +0.42 (+5.07%),0.42,+5.07%,1.781M,771937,2.811B,-,125.89%,
165,TEAM,Atlassian Corporation,,218.44 +10.44 (+5.02%),10.44,+5.02%,3.04M,2.135M,57.231B,-,6.98%,
166,UI,Ubiquiti Inc.,,319.08 +15.23 (+5.01%),15.23,+5.01%,83514,98923,19.301B,43.41,174.01%,
167,GME,GameStop Corp.,,23.05 +1.10 (+5.01%),1.1,+5.01%,3.897M,7.071M,10.299B,115.25,54.14%,
168,TLN,Talen Energy Corporation,,204.93 +9.73 (+4.98%),9.73,+4.98%,1.203M,1.23M,9.419B,11.60,130.81%,
169,THO,"THOR Industries, Inc.",,80.59 +3.82 (+4.98%),3.82,+4.98%,883975,746413,4.288B,21.38,-26.05%,
170,ZK,ZEEKR Intelligent Technology Holding Limited,,31.23 +1.48 (+4.97%),1.48,+4.97%,559739,635883,7.732B,-,5.27%,
171,MRX,Marex Group plc,,32.92 +1.56 (+4.97%),1.56,+4.97%,526090,398132,2.314B,12.10,65.14%,
172,SAN,"Banco Santander, S.A.",,6.77 +0.32 (+4.96%),0.32,+4.96%,5.942M,4.633M,103.423B,8.06,45.93%,
173,UMC,United Microelectronics Corporation,,6.79 +0.32 (+4.95%),0.32,+4.95%,15.673M,13.526M,17.487B,10.95,-19.33%,
174,AMBA,"Ambarella, Inc.",,54.78 +2.58 (+4.94%),2.58,+4.94%,852531,838628,2.284B,-,6.21%,
175,FINV,FinVolution Group,,8.71 +0.41 (+4.94%),0.41,+4.94%,1.097M,780386,2.263B,7.57,64.36%,
176,MNSO,MINISO Group Holding Limited,,20.69 +0.97 (+4.92%),0.97,+4.92%,1.038M,1.026M,6.532B,20.90,0.10%,
177,NRG,"NRG Energy, Inc.",,95.39 +4.47 (+4.92%),4.47,+4.92%,2.99M,3.251M,18.894B,19.12,42.22%,
178,PSTG,"Pure Storage, Inc.",,50.92 +2.38 (+4.90%),2.38,+4.90%,3.715M,2.818M,16.612B,164.26,-2.84%,
179,SCHW,The Charles Schwab Corporation,,77.11 +3.60 (+4.90%),3.6,+4.90%,14.199M,11.326M,139.844B,25.79,9.65%,
180,AAON,"AAON, Inc.",,82.14 +3.83 (+4.89%),3.83,+4.89%,578915,861045,6.702B,40.66,-5.02%,
181,FNMAS,Federal National Mortgage Association,,10.75 +0.50 (+4.88%),0.5,+4.88%,452754,1.504M,13.606B,1535.71,151.36%,
182,APPF,"AppFolio, Inc.",,216.74 +10.08 (+4.88%),10.08,+4.88%,364828,282227,7.89B,38.98,-6.68%,
183,LSCC,Lattice Semiconductor Corporation,,60.79 +2.81 (+4.85%),2.81,+4.85%,1.59M,2.37M,8.379B,138.16,-23.36%,
184,URI,"United Rentals, Inc.",,622.92 +28.75 (+4.84%),28.75,+4.84%,823220,687813,40.681B,16.10,-12.05%,
185,UPST,"Upstart Holdings, Inc.",,48.54 +2.23 (+4.82%),2.23,+4.82%,4.46M,5.871M,4.549B,-,95.98%,
186,BROS,Dutch Bros Inc.,,62.48 +2.87 (+4.81%),2.87,+4.81%,1.889M,2.978M,9.635B,183.76,75.63%,
187,PAM,Pampa Energía S.A.,,82.44 +3.78 (+4.81%),3.78,+4.81%,169316,260118,5.207B,7.17,98.44%,
188,BANC,"Banc of California, Inc.",,13.96 +0.64 (+4.80%),0.64,+4.80%,3.066M,2.015M,2.354B,26.85,-3.73%,
189,STEP,StepStone Group Inc.,,53.67 +2.46 (+4.80%),2.46,+4.80%,520684,551947,6.401B,-,53.46%,
190,KTB,"Kontoor Brands, Inc.",,62.36 +2.85 (+4.79%),2.85,+4.79%,1.057M,657383,3.45B,14.30,0.85%,
191,RMBS,Rambus Inc.,,54.43 +2.48 (+4.77%),2.48,+4.77%,677555,1.007M,5.848B,32.99,-14.20%,
192,HWKN,"Hawkins, Inc.",,108.00 +4.92 (+4.77%),4.92,+4.77%,115342,140750,2.26B,27.62,35.40%,
193,SCGLY,Société Générale Société anonyme,,9.05 +0.41 (+4.75%),0.41,+4.75%,109119,608913,35.862B,9.53,65.52%,
194,CXT,"Crane NXT, Co.",,54.58 +2.47 (+4.74%),2.47,+4.74%,466813,456889,3.124B,17.11,-14.22%,
195,DLO,DLocal Limited,,8.62 +0.39 (+4.74%),0.39,+4.74%,1.088M,1.314M,2.461B,22.10,-53.76%,
196,LNC,Lincoln National Corporation,,36.09 +1.63 (+4.73%),1.63,+4.73%,1.543M,1.608M,6.15B,1.96,27.21%,
197,NMRK,"Newmark Group, Inc.",,12.40 +0.56 (+4.73%),0.56,+4.73%,1.181M,972447,3.127B,36.47,12.02%,
