,Unnamed: 0,Volume,Last,Chg,% Chg
55,Arcutis Biotherapeutics Inc. (ARQT),8.8M,16.42,1.8,12.31
56,Synchronoss Technologies Inc. (SNCR),323.3K,12.23,1.34,12.3
57,NeoVolta Inc. (NEOV),318.1K,2.68,0.29,12.13
58,Yatsen Holding Ltd. ADR (YSG),991.8K,5.87,0.63,12.02
59,Neuronetics Inc. (STIM),1.2M,5.06,0.54,11.95
60,Ginkgo Bioworks Holdings Inc. (DNA),1.4M,7.77,0.8,11.48
61,908 Devices Inc. (MASS),1.3M,4.58,0.47,11.44
62,Vera Bradley Inc. (VRA),342.5K,2.74,0.28,11.38
63,Luda Technology Group Ltd. (LUD),117.5K,4.85,0.49,11.24
64,Motorcar Parts of America Inc. (MPAA),261.6K,11.6,1.17,11.22
65,OPAL Fuels Inc. (OPAL),181.3K,2.1,0.21,11.11
66,AudioEye Inc. (AEYE),135.1K,12.6,1.26,11.11
67,Milestone Pharmaceuticals Inc. (MIST),3.9M,2.41,0.24,11.06
68,Alarum Technologies Ltd. ADR (ALAR),104.2K,8.26,0.82,11.02
69,3 E Network Technology Group Ltd. Cl A (MASK),139.5K,3.3,0.32,10.74
70,Celsius Holdings Inc. (CELH),11.7M,29.93,2.85,10.52
71,Cal-Maine Foods Inc. (CALM),1.7M,91.7,8.67,10.44
72,Desktop Metal Inc. (DM),654.8K,2.75,0.26,10.44
73,Ascendis Pharma A/S ADR (ASND),1.1M,168.84,15.86,10.37
74,authID Inc. (AUID),91.0K,5.23,0.49,10.25
75,LZ Technology Holdings Ltd. Cl B (LZMH),533.5K,10.17,0.94,10.18
76,Hudson Pacific Properties Inc. (HPP),2.8M,3.03,0.28,10.18
77,D-Wave Quantum Inc. (QBTS),207.9M,11.18,1.03,10.15
78,Siyata Mobile Inc. (SYTA),224.1K,2.2,0.2,10.0
79,Champions Oncology Inc. (CSBR),67.9K,10.15,0.92,9.97
80,Duos Technologies Group Inc. (DUOT),92.2K,6.47,0.58,9.85
81,ESS Tech Inc. (GWH),71.0K,3.57,0.32,9.85
82,Intrepid Potash Inc. (IPI),466.1K,29.18,2.61,9.82
83,FTAI Infrastructure Inc. (FIP),1.3M,5.27,0.47,9.79
84,Enphase Energy Inc. (ENPH),4.5M,63.8,5.67,9.75
85,Phathom Pharmaceuticals Inc. (PHAT),921.3K,4.84,0.43,9.75
86,Genelux Corp. (GNLX),115.8K,3.73,0.33,9.71
87,Ameresco Inc. Cl A (AMRC),720.4K,11.56,1.02,9.68
88,Flexible Solutions International Inc. (FSI),54.1K,5.65,0.49,9.57
89,Inspired Entertainment Inc. (INSE),252.9K,9.17,0.8,9.56
90,Jet.AI Inc. (JTAI),505.9K,4.71,0.41,9.53
91,ReTo Eco-Solutions Inc. (RETO),67.1K,4.73,0.41,9.49
92,Immatics N.V. (IMTX),681.1K,4.98,0.43,9.45
93,Protalix BioTherapeutics Inc. (PLX),2.0M,2.45,0.21,9.37
94,Calumet Inc. (CLMT),1.5M,13.19,1.13,9.37
95,Sonoma Pharmaceuticals Inc. (SNOA),660.9K,3.86,0.33,9.35
96,Diversified Energy Co. PLC (DEC),818.4K,13.06,1.11,9.29
97,dLocal Ltd. (DLO),1.4M,9.42,0.8,9.28
98,Soho House & Co. Inc. (SHCO),725.9K,6.49,0.55,9.26
99,Qifu Technology Inc. ADR (QFIN),4.2M,47.13,3.94,9.12
