,Symbol,Name,Unnamed: 2,Price,Change,Change %,Volume,Avg Vol (3M),Market Cap,P/E Ratio (TTM),52 Wk Change %,52 Wk Range
49,YETI,"YETI Holdings, Inc.",,34.00 +1.83 (+5.69%),1.83,+5.69%,3.082M,1.642M,2.801B,16.59,-12.13%,
50,TKAMY,thyssenkrupp AG,,10.05 +0.54 (+5.68%),0.54,+5.68%,72016,123275,6.312B,-,79.39%,
51,RKT,"Rocket Companies, Inc.",,15.71 +0.84 (+5.65%),0.84,+5.65%,8.35M,4.743M,31.22B,74.81,21.29%,
52,DPZ,"Domino's Pizza, Inc.",,449.60 +24.02 (+5.64%),24.02,+5.64%,925484,624158,15.42B,26.94,-3.89%,
53,SQM,Sociedad Química y Minera de Chile S.A.,,45.50 +2.43 (+5.64%),2.43,+5.64%,1.654M,1.091M,12.179B,-,-14.15%,
54,HII,"Huntington Ingalls Industries, Inc.",,207.13 +10.97 (+5.59%),10.97,+5.59%,1.201M,773436,8.105B,14.83,-32.50%,
55,M,"Macy's, Inc.",,13.81 +0.73 (+5.58%),0.73,+5.58%,8.017M,7.107M,3.835B,6.67,-38.42%,
56,LTH,"Life Time Group Holdings, Inc.",,30.33 +1.59 (+5.53%),1.59,+5.53%,2.52M,2.209M,6.603B,40.99,99.86%,
57,LIVN,LivaNova PLC,,41.41 +2.17 (+5.53%),2.17,+5.53%,1.131M,617453,2.251B,35.70,-22.70%,
58,ALB,Albemarle Corporation,,79.34 +4.11 (+5.46%),4.11,+5.46%,2.761M,2.525M,9.328B,-,-39.61%,
59,XP,XP Inc.,,15.46 +0.79 (+5.39%),0.79,+5.39%,8.634M,7.501M,8.309B,10.89,-41.85%,
60,HGV,Hilton Grand Vacations Inc.,,36.80 +1.88 (+5.38%),1.88,+5.38%,1.157M,940636,3.506B,81.78,-22.49%,
61,CART,Maplebear Inc.,,40.64 +2.07 (+5.37%),2.07,+5.37%,3.298M,4.306M,10.755B,25.72,3.54%,
62,CROX,"Crocs, Inc.",,103.87 +5.27 (+5.34%),5.27,+5.34%,1.341M,1.611M,5.823B,6.54,-24.13%,
63,RDNT,"RadNet, Inc.",,49.02 +2.48 (+5.33%),2.48,+5.33%,1.446M,838220,3.63B,1225.50,3.81%,
64,VIPS,Vipshop Holdings Limited,,17.71 +0.89 (+5.29%),0.89,+5.29%,4.973M,3.522M,9.136B,8.94,-1.98%,
65,CAAP,Corporación América Airports S.A.,,19.35 +0.97 (+5.28%),0.97,+5.28%,241038,238718,3.117B,9.26,21.80%,
66,LW,"Lamb Weston Holdings, Inc.",,53.60 +2.65 (+5.20%),2.65,+5.20%,2.095M,2.997M,7.646B,21.10,-50.47%,
67,AMTM,"Amentum Holdings, Inc.",,18.83 +0.93 (+5.20%),0.93,+5.20%,2.496M,3.152M,4.581B,-,-39.34%,
68,PDD,PDD Holdings Inc.,,128.90 +6.36 (+5.19%),6.36,+5.19%,10.543M,8.46M,179.012B,12.69,-4.79%,
69,ACHR,Archer Aviation Inc.,,8.31 +0.41 (+5.19%),0.41,+5.19%,27.764M,34.998M,4.508B,-,62.22%,
70,BRRLY,Barry Callebaut AG,,13.60 +0.67 (+5.18%),0.67,+5.18%,21505,69956,7.454B,34.87,-12.14%,
71,LULU,Lululemon Athletica Inc.,,327.09 +16.06 (+5.16%),16.06,+5.16%,1.755M,1.618M,39.834B,23.63,-32.32%,
72,UTHR,United Therapeutics Corporation,,322.94 +15.70 (+5.11%),15.7,+5.11%,400455,437131,14.504B,13.11,31.32%,
73,BMRRY,B&M European Value Retail S.A.,,14.27 +0.68 (+5.00%),0.68,+5.00%,22265,46827,3.639B,8.44,-49.63%,
74,PTCT,"PTC Therapeutics, Inc.",,57.17 +2.67 (+4.90%),2.67,+4.90%,810050,722451,4.509B,-,87.87%,
75,VCEL,Vericel Corporation,,47.60 +2.22 (+4.89%),2.22,+4.89%,381537,408486,2.379B,238.00,2.69%,
76,BX,Blackstone Inc.,,147.78 +6.89 (+4.89%),6.89,+4.89%,4.608M,3.862M,180.094B,40.82,14.15%,
77,CCL,Carnival Corporation & plc,,20.89 +0.97 (+4.87%),0.97,+4.87%,25.421M,22.778M,28.241B,14.51,23.04%,
78,STNE,StoneCo Ltd.,,10.19 +0.47 (+4.84%),0.47,+4.84%,4.564M,6.063M,3.024B,9.26,-44.36%,
79,KTOS,"Kratos Defense & Security Solutions, Inc.",,31.89 +1.46 (+4.80%),1.46,+4.80%,3.778M,2.312M,4.874B,289.91,79.00%,
80,BXP,"BXP, Inc.",,68.64 +3.13 (+4.78%),3.13,+4.78%,1.765M,1.309M,12.113B,762.67,4.27%,
81,APP,AppLovin Corporation,,306.85 +13.96 (+4.77%),13.96,+4.77%,8.85M,7.014M,104.316B,67.59,329.77%,
82,JD,"JD.com, Inc.",,45.21 +2.05 (+4.75%),2.05,+4.75%,15.935M,12.63M,68.306B,12.19,54.97%,
83,TTD,"The Trade Desk, Inc.",,56.50 +2.56 (+4.75%),2.56,+4.75%,17.795M,8.088M,28.029B,72.44,-31.16%,
84,FINV,FinVolution Group,,9.12 +0.41 (+4.71%),0.41,+4.71%,2.277M,779439,2.37B,7.93,74.55%,
85,ALNY,"Alnylam Pharmaceuticals, Inc.",,253.11 +11.35 (+4.69%),11.35,+4.69%,582062,688624,32.767B,-,64.01%,
86,HIMS,"Hims & Hers Health, Inc.",,34.69 +1.55 (+4.68%),1.55,+4.68%,17.92M,21.129M,7.707B,65.45,111.35%,
87,HKXCY,Hong Kong Exchanges and Clearing Limited,,48.36 +2.14 (+4.63%),2.14,+4.63%,39512,110555,61.122B,36.36,50.16%,
88,FRHC,Freedom Holding Corp.,,132.75 +5.86 (+4.62%),5.86,+4.62%,91976,91000,8.047B,24.77,77.37%,
89,HOG,"Harley-Davidson, Inc.",,25.69 +1.13 (+4.60%),1.13,+4.60%,2.429M,2.256M,3.199B,7.47,-39.70%,
90,BABA,Alibaba Group Holding Limited,,147.57 +6.47 (+4.59%),6.47,+4.59%,32.693M,27.922M,350.525B,21.42,91.92%,
91,HUM,Humana Inc.,,264.41 +11.53 (+4.56%),11.53,+4.56%,1.104M,1.66M,31.912B,26.47,-27.16%,
92,ITUB,Itaú Unibanco Holding S.A.,,6.26 +0.27 (+4.51%),0.27,+4.51%,37.885M,26.263M,55.277B,8.69,-13.19%,
93,CPNG,"Coupang, Inc.",,23.52 +1.01 (+4.49%),1.01,+4.49%,11.8M,7.782M,42.465B,294.00,23.48%,
94,WSM,"Williams-Sonoma, Inc.",,175.00 +7.50 (+4.48%),7.5,+4.48%,2.069M,1.573M,21.543B,20.69,17.44%,
95,PAR,PAR Technology Corporation,,61.35 +2.62 (+4.46%),2.62,+4.46%,288341,482893,2.467B,-,43.66%,
96,NICE,NICE Ltd.,,151.05 +6.44 (+4.45%),6.44,+4.45%,582802,621343,9.496B,22.38,-39.45%,
97,MNSO,MINISO Group Holding Limited,,21.61 +0.92 (+4.45%),0.92,+4.45%,1.654M,1.026M,6.777B,21.61,1.42%,
98,NCLH,Norwegian Cruise Line Holdings Ltd.,,20.04 +0.85 (+4.43%),0.85,+4.43%,21.933M,11.142M,8.816B,10.60,-2.34%,
99,OLED,Universal Display Corporation,,156.51 +6.61 (+4.41%),6.61,+4.41%,736920,714117,7.429B,33.59,-5.74%,
100,TRIP,"Tripadvisor, Inc.",,14.45 +0.61 (+4.41%),0.61,+4.41%,3.243M,3.043M,2.029B,361.25,-50.25%,
101,ERJ,Embraer S.A.,,54.62 +2.29 (+4.38%),2.29,+4.38%,2.128M,1.506M,10.031B,28.45,122.87%,
102,WFRD,Weatherford International plc,,55.43 +2.32 (+4.37%),2.32,+4.37%,1.397M,1.242M,4.038B,8.21,-52.93%,
103,THC,Tenet Healthcare Corporation,,128.00 +5.33 (+4.34%),5.33,+4.34%,1.678M,1.468M,12.175B,3.91,22.21%,
104,TKO,"TKO Group Holdings, Inc.",,145.63 +6.01 (+4.30%),6.01,+4.30%,2.33M,1.252M,11.877B,14563.00,72.78%,
105,SRPT,"Sarepta Therapeutics, Inc.",,101.35 +4.16 (+4.28%),4.16,+4.28%,918702,883948,9.834B,43.31,-21.60%,
106,IGT,International Game Technology PLC,,17.36 +0.71 (+4.26%),0.71,+4.26%,1.241M,1.403M,3.507B,30.46,-17.98%,
107,RDY,Dr. Reddy's Laboratories Limited,,13.22 +0.54 (+4.26%),0.54,+4.26%,1.805M,1.831M,11.071B,17.86,-16.02%,
108,TW,Tradeweb Markets Inc.,,141.57 +5.77 (+4.25%),5.77,+4.25%,973460,1.005M,30.886B,60.50,30.80%,
109,CIVI,"Civitas Resources, Inc.",,35.04 +1.42 (+4.22%),1.42,+4.22%,1.47M,1.781M,3.259B,4.14,-53.95%,
110,CUK,Carnival Corporation & plc,,18.78 +0.76 (+4.22%),0.76,+4.22%,2.355M,1.807M,23.575B,13.04,22.75%,
111,HAGHY,Hensoldt AG,,41.29 +1.67 (+4.22%),1.67,+4.22%,16381,13109,9.538B,589.86,107.55%,
112,MELI,"MercadoLibre, Inc.",,"2,106.46 +85.09 (+4.21%)",85.09,+4.21%,443231,414498,106.792B,56.02,33.95%,
113,UWMC,UWM Holdings Corporation,,6.20 +0.25 (+4.20%),0.25,+4.20%,2.694M,3.536M,10.283B,47.69,-12.37%,
114,KRYS,"Krystal Biotech, Inc.",,186.89 +7.51 (+4.19%),7.51,+4.19%,299817,273200,5.384B,62.30,6.44%,
115,COHR,Coherent Corp.,,66.99 +2.69 (+4.18%),2.69,+4.18%,5.8M,3.756M,10.381B,-,7.90%,
116,CSAN,Cosan S.A.,,5.50 +0.22 (+4.17%),0.22,+4.17%,1.354M,1.124M,2.556B,-,-59.13%,
117,KC,Kingsoft Cloud Holdings Limited,,18.03 +0.72 (+4.16%),0.72,+4.16%,3.242M,3.824M,4.282B,-,413.65%,
118,KSPI,Joint Stock Company Kaspi.kz,,99.59 +3.97 (+4.15%),3.97,+4.15%,618868,308141,19.766B,9.07,-16.16%,
119,MDB,"MongoDB, Inc.",,193.05 +7.68 (+4.14%),7.68,+4.14%,2.029M,2.208M,15.534B,-,-47.98%,
120,AAL,American Airlines Group Inc.,,11.32 +0.45 (+4.14%),0.45,+4.14%,64.05M,39.519M,7.444B,9.13,-22.96%,
121,HBM,Hudbay Minerals Inc.,,8.05 +0.32 (+4.14%),0.32,+4.14%,9.359M,6.523M,3.179B,40.25,11.87%,
122,UHS,"Universal Health Services, Inc.",,174.58 +6.91 (+4.12%),6.91,+4.12%,897789,728055,11.348B,10.38,-5.43%,
123,VIK,Viking Holdings Ltd,,42.07 +1.66 (+4.11%),1.66,+4.11%,2.393M,3.048M,18.635B,116.86,54.83%,
124,LUMN,"Lumen Technologies, Inc.",,5.07 +0.20 (+4.11%),0.2,+4.11%,6.257M,12.784M,5.14B,-,202.48%,
125,SE,Sea Limited,,132.64 +5.21 (+4.09%),5.21,+4.09%,5.346M,4.094M,76.18B,179.24,120.28%,
126,TRU,TransUnion,,85.74 +3.36 (+4.08%),3.36,+4.08%,2.223M,1.643M,16.728B,59.13,5.83%,
127,IONS,"Ionis Pharmaceuticals, Inc.",,34.30 +1.34 (+4.07%),1.34,+4.07%,1.345M,1.667M,5.452B,-,-21.58%,
128,TME,Tencent Music Entertainment Group,,13.06 +0.51 (+4.06%),0.51,+4.06%,12.048M,7.366M,22.148B,24.64,20.91%,
129,SNAP,Snap Inc.,,8.99 +0.35 (+4.05%),0.35,+4.05%,25.601M,28.597M,15.25B,-,-21.88%,
130,VWDRY,Vestas Wind Systems A/S,,5.40 +0.21 (+4.05%),0.21,+4.05%,36756,484148,16.259B,30.00,-43.28%,
131,DVA,DaVita Inc.,,149.24 +5.79 (+4.04%),5.79,+4.04%,1.122M,902591,11.939B,13.91,4.69%,
132,TPG,TPG Inc.,,49.51 +1.92 (+4.03%),1.92,+4.03%,1.772M,1.219M,18.293B,-,8.31%,
133,ACI,"Albertsons Companies, Inc.",,21.93 +0.85 (+4.03%),0.85,+4.03%,7.066M,6.588M,12.706B,12.32,1.25%,
134,ICUI,"ICU Medical, Inc.",,149.21 +5.76 (+4.01%),5.76,+4.01%,202020,235006,3.658B,-,44.65%,
135,TSRYY,Treasury Wine Estates Limited,,6.49 +0.25 (+4.01%),0.25,+4.01%,151534,264325,5.266B,81.12,-23.81%,
136,SAND,Sandstorm Gold Ltd.,,6.79 +0.26 (+3.98%),0.26,+3.98%,4.495M,5.139M,2.011B,135.80,32.19%,
137,PII,Polaris Inc.,,44.01 +1.68 (+3.97%),1.68,+3.97%,1.258M,1.68M,2.469B,22.57,-53.02%,
138,TER,"Teradyne, Inc.",,90.17 +3.43 (+3.95%),3.43,+3.95%,3.429M,2.995M,14.582B,27.16,-15.67%,
139,SPOT,Spotify Technology S.A.,,597.46 +22.67 (+3.94%),22.67,+3.94%,2.658M,2.235M,122.304B,99.91,126.16%,
140,DT,"Dynatrace, Inc.",,50.38 +1.91 (+3.94%),1.91,+3.94%,4.508M,3.077M,15.081B,31.49,6.48%,
141,YUMC,"Yum China Holdings, Inc.",,53.31 +2.01 (+3.92%),2.01,+3.92%,2.871M,2.511M,20.013B,22.88,24.51%,
142,BILI,Bilibili Inc.,,22.28 +0.84 (+3.92%),0.84,+3.92%,6.246M,6.794M,9.263B,-,81.08%,
143,KGS,"Kodiak Gas Services, Inc.",,38.24 +1.44 (+3.91%),1.44,+3.91%,923873,1.169M,3.363B,68.29,40.83%,
144,MRX,Marex Group plc,,34.06 +1.28 (+3.90%),1.28,+3.90%,370549,404941,2.394B,12.52,73.35%,
145,NVO,Novo Nordisk A/S,,80.15 +3.00 (+3.89%),3.0,+3.89%,5.217M,9.326M,355.736B,24.29,-41.94%,
146,CACI,CACI International Inc,,387.83 +14.50 (+3.88%),14.5,+3.88%,381420,473289,8.695B,18.19,1.39%,
147,APO-PA,"Apollo Global Management, Inc.",,74.76 +2.79 (+3.88%),2.79,+3.88%,593979,265370,--,-,13.71%,
148,IRM,Iron Mountain Incorporated,,89.15 +3.32 (+3.86%),3.32,+3.86%,2.575M,2.251M,26.187B,146.15,8.71%,
149,PAYC,"Paycom Software, Inc.",,216.01 +8.02 (+3.86%),8.02,+3.86%,898009,617398,12.094B,24.22,8.55%,
150,MNDY,monday.com Ltd.,,265.73 +9.86 (+3.85%),9.86,+3.85%,749101,1.107M,13.249B,435.62,14.63%,
151,SPGYF,Whitecap Resources Inc.,,6.23 +0.23 (+3.83%),0.23,+3.83%,25464,301253,3.66B,6.56,-19.03%,
152,ZTO,ZTO Express (Cayman) Inc.,,20.73 +0.76 (+3.81%),0.76,+3.81%,3.676M,2.506M,16.483B,14.30,-7.84%,
153,HRB,"H&R Block, Inc.",,52.13 +1.90 (+3.78%),1.9,+3.78%,1.865M,1.305M,6.978B,14.64,7.60%,
154,FTI,TechnipFMC plc,,28.27 +1.03 (+3.78%),1.03,+3.78%,3.228M,4.153M,11.89B,14.80,10.82%,
155,TNET,"TriNet Group, Inc.",,77.78 +2.83 (+3.78%),2.83,+3.78%,768395,440543,3.852B,22.68,-41.04%,
156,OPCH,"Option Care Health, Inc.",,33.89 +1.23 (+3.77%),1.23,+3.77%,2.129M,1.847M,5.603B,27.55,3.58%,
157,MAC,The Macerich Company,,17.11 +0.62 (+3.76%),0.62,+3.76%,2.36M,2.081M,4.511B,-,0.37%,
158,CPRX,"Catalyst Pharmaceuticals, Inc.",,21.81 +0.79 (+3.76%),0.79,+3.76%,980495,1.189M,2.649B,16.65,30.72%,
159,AA,Alcoa Corporation,,34.79 +1.26 (+3.76%),1.26,+3.76%,5.836M,4.812M,9.007B,133.81,8.06%,
160,DUOL,"Duolingo, Inc.",,294.18 +10.64 (+3.75%),10.64,+3.75%,830014,796110,13.31B,157.32,30.95%,
161,XPO,"XPO, Inc.",,111.26 +4.02 (+3.75%),4.02,+3.75%,1.605M,1.625M,13.044B,34.45,-12.16%,
162,BGC,"BGC Group, Inc.",,9.14 +0.33 (+3.75%),0.33,+3.75%,2.423M,2.959M,4.478B,36.56,10.40%,
163,IBKR,"Interactive Brokers Group, Inc.",,174.40 +6.29 (+3.74%),6.29,+3.74%,1.858M,1.957M,73.706B,25.20,55.74%,
164,EQX,Equinox Gold Corp.,,6.99 +0.25 (+3.71%),0.25,+3.71%,13.52M,7.524M,3.188B,9.32,30.37%,
165,BVN,Compañía de Minas Buenaventura S.A.A.,,15.39 +0.55 (+3.71%),0.55,+3.71%,1.905M,943327,3.905B,10.61,-14.86%,
166,PRGO,Perrigo Company plc,,28.27 +1.01 (+3.71%),1.01,+3.71%,1.787M,1.605M,3.858B,-,-9.16%,
167,POWL,"Powell Industries, Inc.",,179.68 +6.32 (+3.65%),6.32,+3.65%,385821,520856,2.168B,13.64,12.82%,
168,BZ,Kanzhun Limited,,20.47 +0.72 (+3.65%),0.72,+3.65%,11.698M,4.058M,8.421B,42.65,3.29%,
169,SYNA,Synaptics Incorporated,,65.09 +2.27 (+3.61%),2.27,+3.61%,364872,651943,2.551B,15.21,-35.93%,
170,ALIT,"Alight, Inc.",,6.33 +0.22 (+3.60%),0.22,+3.60%,9.537M,6.478M,3.502B,-,-29.36%,
171,VRNS,"Varonis Systems, Inc.",,41.45 +1.44 (+3.60%),1.44,+3.60%,1.241M,1.725M,4.665B,-,-18.60%,
172,ASO,"Academy Sports and Outdoors, Inc.",,46.72 +1.62 (+3.59%),1.62,+3.59%,1.776M,1.582M,3.242B,7.72,-37.47%,
173,NXT,Nextracker Inc.,,45.90 +1.59 (+3.59%),1.59,+3.59%,1.471M,2.76M,6.772B,11.33,-25.10%,
174,UAA,"Under Armour, Inc.",,6.94 +0.24 (+3.58%),0.24,+3.58%,18.294M,10.831M,2.881B,-,-7.33%,
175,MTDR,Matador Resources Company,,50.36 +1.74 (+3.58%),1.74,+3.58%,1.535M,1.296M,6.305B,7.05,-26.89%,
176,AMD,"Advanced Micro Devices, Inc.",,104.59 +3.62 (+3.59%),3.62,+3.59%,43.574M,38.999M,169.486B,104.59,-47.04%,
177,WHR,Whirlpool Corporation,,94.23 +3.25 (+3.57%),3.25,+3.57%,907764,1.05M,5.219B,-,-13.51%,
178,ANF,Abercrombie & Fitch Co.,,82.64 +2.85 (+3.57%),2.85,+3.57%,2.63M,2.312M,4.163B,7.73,-39.01%,
179,PAAS,Pan American Silver Corp.,,26.70 +0.92 (+3.57%),0.92,+3.57%,2.739M,3.048M,9.67B,86.13,81.68%,
180,EL,The Estée Lauder Companies Inc.,,68.89 +2.37 (+3.56%),2.37,+3.56%,2.256M,3.946M,24.781B,-,-55.00%,
181,MSSMY,MISUMI Group Inc.,,8.73 +0.30 (+3.56%),0.3,+3.56%,62059,35036,4.795B,21.29,13.46%,
182,VNO,Vornado Realty Trust,,38.13 +1.31 (+3.56%),1.31,+3.56%,1.322M,1.372M,7.926B,953.25,41.51%,
183,MPC,Marathon Petroleum Corporation,,146.16 +5.01 (+3.55%),5.01,+3.55%,1.978M,2.927M,45.686B,14.50,-27.05%,
184,LGND,Ligand Pharmaceuticals Incorporated,,109.95 +3.76 (+3.54%),3.76,+3.54%,159409,110718,2.117B,-,47.20%,
185,AR,Antero Resources Corporation,,38.90 +1.33 (+3.54%),1.33,+3.54%,2.913M,4.783M,12.105B,216.11,46.76%,
186,LGF-B,Lions Gate Entertainment Corp.,,8.50 +0.29 (+3.53%),0.29,+3.53%,676111,892425,2.133B,-,-7.75%,
187,UNM,Unum Group,,81.61 +2.78 (+3.53%),2.78,+3.53%,2.002M,1.309M,14.427B,8.63,51.86%,
188,ENSG,"The Ensign Group, Inc.",,129.82 +4.42 (+3.52%),4.42,+3.52%,351702,425877,7.459B,25.36,2.63%,
189,GLNG,Golar LNG Limited,,35.05 +1.19 (+3.51%),1.19,+3.51%,1.316M,1.404M,3.663B,292.08,42.09%,
190,ZETA,Zeta Global Holdings Corp.,,14.47 +0.49 (+3.51%),0.49,+3.51%,6.101M,6.446M,3.44B,-,32.51%,
191,SPG,"Simon Property Group, Inc.",,166.86 +5.65 (+3.50%),5.65,+3.50%,2.279M,1.495M,62.913B,23.02,6.09%,
192,PBR,Petróleo Brasileiro S.A. - Petrobras,,13.90 +0.47 (+3.50%),0.47,+3.50%,18.403M,14.958M,82.559B,11.98,-7.95%,
193,XPEV,XPeng Inc.,,24.56 +0.83 (+3.50%),0.83,+3.50%,12.33M,11.721M,23.257B,-,141.65%,
194,H,Hyatt Hotels Corporation,,126.48 +4.27 (+3.49%),4.27,+3.49%,1.326M,761836,12.162B,10.00,-21.72%,
195,ONON,On Holding AG,,48.06 +1.62 (+3.49%),1.62,+3.49%,2.447M,4.087M,15.564B,57.21,40.30%,
196,MPNGY,Meituan,,46.58 +1.57 (+3.49%),1.57,+3.49%,102837,465356,140.782B,48.52,96.09%,
