,symbol,price,price_change,price_percent_change,timestamp
43,CANG,3.78,0.48,14.55,2025-03-16 17:30:22
44,WOLF,5.85,0.74,14.48,2025-03-16 17:30:22
45,SHCO,5.94,0.75,14.45,2025-03-16 17:30:22
46,PDYN,7.38,0.93,14.42,2025-03-16 17:30:22
47,CSAI,5.1,0.64,14.35,2025-03-16 17:30:22
48,EGY,4.33,0.54,14.25,2025-03-16 17:30:22
49,ALT,5.92,0.72,13.85,2025-03-16 17:30:22
50,FEIM,16.0,1.94,13.8,2025-03-16 17:30:22
51,ULTA,357.48,43.01,13.68,2025-03-16 17:30:22
52,NRXP,2.35,0.28,13.53,2025-03-16 17:30:22
53,NOTV,2.98,0.35,13.52,2025-03-16 17:30:22
54,ALTS,4.64,0.55,13.45,2025-03-16 17:30:22
55,BNED,9.9,1.17,13.4,2025-03-16 17:30:22
56,LSF,5.34,0.63,13.38,2025-03-16 17:30:22
57,MTEN,5.68,0.67,13.37,2025-03-16 17:30:22
58,HTZ,3.82,0.45,13.2,2025-03-16 17:30:22
59,SNDK,54.82,6.38,13.17,2025-03-16 17:30:22
60,SGHT,2.72,0.32,13.1,2025-03-16 17:30:22
61,WRD,18.4,2.13,13.09,2025-03-16 17:30:22
62,UMAC,6.4,0.74,13.07,2025-03-16 17:30:22
63,ROOT,151.73,17.5,13.04,2025-03-16 17:30:22
64,RDW,10.6,1.22,13.01,2025-03-16 17:30:22
65,MSTR,297.49,34.23,13.0,2025-03-16 17:30:22
66,TTAN,93.0,10.66,12.95,2025-03-16 17:30:22
67,HGBL,2.36,0.27,12.92,2025-03-16 17:30:22
68,ZJK,4.91,0.56,12.87,2025-03-16 17:30:22
69,BAOS,2.37,0.27,12.86,2025-03-16 17:30:22
70,LASE,3.62,0.41,12.77,2025-03-16 17:30:22
71,WRAP,2.26,0.25,12.44,2025-03-16 17:30:22
72,PSQH,2.65,0.29,12.29,2025-03-16 17:30:22
73,PANL,5.43,0.59,12.19,2025-03-16 17:30:22
74,YOSH,20.19,2.19,12.17,2025-03-16 17:30:22
75,EEX,4.09,0.44,12.05,2025-03-16 17:30:22
76,GENK,6.33,0.68,12.04,2025-03-16 17:30:22
77,VNET,11.65,1.25,12.02,2025-03-16 17:30:22
78,TEM,47.17,5.0,11.87,2025-03-16 17:30:22
79,JUNE,5.76,0.61,11.84,2025-03-16 17:30:22
80,INOD,48.18,5.04,11.68,2025-03-16 17:30:22
81,CAR,61.95,6.46,11.64,2025-03-16 17:30:22
82,NVTS,2.5,0.26,11.61,2025-03-16 17:30:22
83,VERI,2.61,0.27,11.54,2025-03-16 17:30:22
84,OSS,2.9,0.3,11.54,2025-03-16 17:30:22
85,BYON,5.62,0.58,11.51,2025-03-16 17:30:22
86,APLD,7.0,0.72,11.46,2025-03-16 17:30:22
87,AUR,6.97,0.71,11.34,2025-03-16 17:30:22
88,BCTX,3.84,0.39,11.3,2025-03-16 17:30:22
89,ALGS,11.44,1.16,11.28,2025-03-16 17:30:22
90,ATLC,48.64,4.93,11.28,2025-03-16 17:30:22
91,CRVO,6.44,0.65,11.23,2025-03-16 17:30:22
92,POET,3.93,0.4,11.17,2025-03-16 17:30:22
93,AFYA,18.03,1.81,11.16,2025-03-16 17:30:22
94,TBH,4.86,0.48,11.1,2025-03-16 17:30:22
95,EH,24.18,2.41,11.07,2025-03-16 17:30:22
96,NBR,43.56,4.33,11.04,2025-03-16 17:30:22
97,MCTR,7.77,0.76,10.88,2025-03-16 17:30:22
98,QRHC,2.97,0.29,10.82,2025-03-16 17:30:22
99,SINT,3.42,0.33,10.68,2025-03-16 17:30:22
