symbol,price,price_change,price_percent_change,timestamp
OTLY,8.84,0.53,6.38,2025-03-15 21:01:10
CRWD,353.73,21.2,6.38,2025-03-15 21:01:10
AVPT,14.66,0.87,6.31,2025-03-15 21:01:10
MKSI,86.32,5.08,6.25,2025-03-15 21:01:10
MU,100.79,5.91,6.23,2025-03-15 21:01:10
ENVA,92.62,5.43,6.23,2025-03-15 21:01:10
DAY,55.39,3.21,6.15,2025-03-15 21:01:10
SOFI,12.09,0.7,6.15,2025-03-15 21:01:10
YPF,35.78,2.07,6.14,2025-03-15 21:01:10
FG,42.73,2.46,6.11,2025-03-15 21:01:10
MPWR,606.06,34.85,6.1,2025-03-15 21:01:10
RUM,8.03,0.46,6.08,2025-03-15 21:01:10
BYDDY,100.09,5.73,6.07,2025-03-15 21:01:10
FMCKJ,10.5,0.6,6.06,2025-03-15 21:01:10
BYDDF,50.1,2.86,6.05,2025-03-15 21:01:10
STR,19.8,1.12,6.0,2025-03-15 21:01:10
CLS,91.58,5.17,5.98,2025-03-15 21:01:10
WDC,44.53,2.5,5.95,2025-03-15 21:01:10
NE,23.78,1.32,5.88,2025-03-15 21:01:10
GKOS,102.19,5.59,5.79,2025-03-15 21:01:10
LYFT,11.92,0.65,5.77,2025-03-15 21:01:10
PNGAY,12.85,0.7,5.76,2025-03-15 21:01:10
HPE,15.62,0.85,5.75,2025-03-15 21:01:10
HRI,129.28,7.03,5.75,2025-03-15 21:01:10
RGEN,150.62,8.18,5.74,2025-03-15 21:01:10
ZLAB,38.2,2.06,5.7,2025-03-15 21:01:10
DJTWW,12.25,0.66,5.69,2025-03-15 21:01:10
SHAK,87.48,4.71,5.69,2025-03-15 21:01:10
VEON,42.04,2.26,5.68,2025-03-15 21:01:10
TOST,34.46,1.85,5.67,2025-03-15 21:01:10
KNF,93.29,5.0,5.66,2025-03-15 21:01:10
PEGA,71.99,3.85,5.65,2025-03-15 21:01:10
XP,14.67,0.78,5.62,2025-03-15 21:01:10
CLBT,18.25,0.97,5.61,2025-03-15 21:01:10
GWRE,185.84,9.83,5.58,2025-03-15 21:01:10
DAN,14.37,0.76,5.58,2025-03-15 21:01:10
EDU,50.72,2.68,5.58,2025-03-15 21:01:10
MNDY,255.87,13.5,5.57,2025-03-15 21:01:10
OKTA,112.55,5.92,5.55,2025-03-15 21:01:10
GH,42.89,2.25,5.54,2025-03-15 21:01:10
VAL,38.32,2.01,5.54,2025-03-15 21:01:10
OVV,40.53,2.12,5.52,2025-03-15 21:01:10
LITE,63.61,3.32,5.51,2025-03-15 21:01:10
RRR,45.04,2.35,5.5,2025-03-15 21:01:10
MANH,172.5,9.0,5.5,2025-03-15 21:01:10
ATAT,31.25,1.63,5.5,2025-03-15 21:01:10
PBR,13.43,0.7,5.5,2025-03-15 21:01:10
RDDT,128.21,6.68,5.5,2025-03-15 21:01:10
DY,155.57,8.1,5.49,2025-03-15 21:01:10
VST,124.46,6.46,5.47,2025-03-15 21:01:10
PBF,20.74,1.07,5.44,2025-03-15 21:01:10
SITM,167.03,8.61,5.43,2025-03-15 21:01:10
BILL,46.42,2.39,5.43,2025-03-15 21:01:10
DJT,20.21,1.04,5.43,2025-03-15 21:01:10
STNE,9.72,0.5,5.42,2025-03-15 21:01:10
PR,13.63,0.7,5.41,2025-03-15 21:01:10
CZR,28.07,1.44,5.41,2025-03-15 21:01:10
DB,24.22,1.24,5.4,2025-03-15 21:01:10
UAL,73.67,3.77,5.39,2025-03-15 21:01:10
CYBR,339.47,17.33,5.38,2025-03-15 21:01:10
FLR,36.81,1.87,5.35,2025-03-15 21:01:10
MGM,31.76,1.6,5.31,2025-03-15 21:01:10
SYM,21.65,1.09,5.3,2025-03-15 21:01:10
PENN,17.09,0.86,5.3,2025-03-15 21:01:10
TPL,1321.07,66.23,5.28,2025-03-15 21:01:10
TREX,56.84,2.84,5.26,2025-03-15 21:01:10
ARM,117.94,5.89,5.26,2025-03-15 21:01:10
VRT,87.45,4.36,5.25,2025-03-15 21:01:10
GDS,35.27,1.75,5.22,2025-03-15 21:01:10
VICR,53.66,2.66,5.22,2025-03-15 21:01:10
SPSC,129.43,6.38,5.18,2025-03-15 21:01:10
INFA,18.29,0.9,5.18,2025-03-15 21:01:10
PBR-A,12.45,0.61,5.15,2025-03-15 21:01:10
NVDA,121.67,6.09,5.27,2025-03-15 21:01:10
BL,49.89,2.43,5.12,2025-03-15 21:01:10
CC,14.4,0.7,5.11,2025-03-15 21:01:10
OSIS,184.24,8.93,5.09,2025-03-15 21:01:10
ANF,79.79,3.86,5.08,2025-03-15 21:01:10
HIMS,33.14,1.6,5.07,2025-03-15 21:01:10
SOC,24.86,1.2,5.07,2025-03-15 21:01:10
ORLA,8.71,0.42,5.07,2025-03-15 21:01:10
TEAM,218.44,10.44,5.02,2025-03-15 21:01:10
UI,319.08,15.23,5.01,2025-03-15 21:01:10
GME,23.05,1.1,5.01,2025-03-15 21:01:10
TLN,204.93,9.73,4.98,2025-03-15 21:01:10
THO,80.59,3.82,4.98,2025-03-15 21:01:10
ZK,31.23,1.48,4.97,2025-03-15 21:01:10
MRX,32.92,1.56,4.97,2025-03-15 21:01:10
SAN,6.77,0.32,4.96,2025-03-15 21:01:10
UMC,6.79,0.32,4.95,2025-03-15 21:01:10
AMBA,54.78,2.58,4.94,2025-03-15 21:01:10
FINV,8.71,0.41,4.94,2025-03-15 21:01:10
MNSO,20.69,0.97,4.92,2025-03-15 21:01:10
NRG,95.39,4.47,4.92,2025-03-15 21:01:10
PSTG,50.92,2.38,4.9,2025-03-15 21:01:10
SCHW,77.11,3.6,4.9,2025-03-15 21:01:10
AAON,82.14,3.83,4.89,2025-03-15 21:01:10
APPF,216.74,10.08,4.88,2025-03-15 21:01:10
LSCC,60.79,2.81,4.85,2025-03-15 21:01:10
URI,622.92,28.75,4.84,2025-03-15 21:01:10
UPST,48.54,2.23,4.82,2025-03-15 21:01:10
BROS,62.48,2.87,4.81,2025-03-15 21:01:10
PAM,82.44,3.78,4.81,2025-03-15 21:01:10
BANC,13.96,0.64,4.8,2025-03-15 21:01:10
STEP,53.67,2.46,4.8,2025-03-15 21:01:10
KTB,62.36,2.85,4.79,2025-03-15 21:01:10
RMBS,54.43,2.48,4.77,2025-03-15 21:01:10
HWKN,108.0,4.92,4.77,2025-03-15 21:01:10
SCGLY,9.05,0.41,4.75,2025-03-15 21:01:10
CXT,54.58,2.47,4.74,2025-03-15 21:01:10
DLO,8.62,0.39,4.74,2025-03-15 21:01:10
LNC,36.09,1.63,4.73,2025-03-15 21:01:10
NMRK,12.4,0.56,4.73,2025-03-15 21:01:10
LW,50.95,2.3,4.73,2025-03-15 21:01:10
WSC,29.95,1.35,4.72,2025-03-15 21:01:10
ITUB,5.99,0.27,4.72,2025-03-15 21:01:10
BZ,19.75,0.89,4.72,2025-03-15 21:01:10
SHOP,94.85,4.26,4.7,2025-03-15 21:01:10
RNMBY,298.7,13.4,4.7,2025-03-15 21:01:10
MTSI,109.07,4.86,4.66,2025-03-15 21:01:10
MUR,26.04,1.16,4.66,2025-03-15 21:01:10
JD,43.16,1.92,4.66,2025-03-15 21:01:10
STLA,12.38,0.55,4.65,2025-03-15 21:01:10
CALX,33.34,1.48,4.65,2025-03-15 21:01:10
FORM,32.0,1.42,4.64,2025-03-15 21:01:10
CIVI,33.62,1.49,4.64,2025-03-15 21:01:10
GTES,19.67,0.87,4.63,2025-03-15 21:01:10
CHKP,224.84,9.94,4.63,2025-03-15 21:01:10
