symbol,price,price_change,price_percent_change,timestamp
NOTV,2.98,0.35,13.52,2025-03-16 14:31:21
ALTS,4.64,0.55,13.45,2025-03-16 14:31:21
BNED,9.9,1.17,13.4,2025-03-16 14:31:21
LSF,5.34,0.63,13.38,2025-03-16 14:31:21
MTEN,5.68,0.67,13.37,2025-03-16 14:31:21
HTZ,3.82,0.45,13.2,2025-03-16 14:31:21
SNDK,54.82,6.38,13.17,2025-03-16 14:31:21
SGHT,2.72,0.32,13.1,2025-03-16 14:31:21
WRD,18.4,2.13,13.09,2025-03-16 14:31:21
UMAC,6.4,0.74,13.07,2025-03-16 14:31:21
ROOT,151.73,17.5,13.04,2025-03-16 14:31:21
RDW,10.6,1.22,13.01,2025-03-16 14:31:21
MSTR,297.49,34.23,13.0,2025-03-16 14:31:21
TTAN,93.0,10.66,12.95,2025-03-16 14:31:21
HGBL,2.36,0.27,12.92,2025-03-16 14:31:21
ZJK,4.91,0.56,12.87,2025-03-16 14:31:21
BAOS,2.37,0.27,12.86,2025-03-16 14:31:21
LASE,3.62,0.41,12.77,2025-03-16 14:31:21
WRAP,2.26,0.25,12.44,2025-03-16 14:31:21
PSQH,2.65,0.29,12.29,2025-03-16 14:31:21
PANL,5.43,0.59,12.19,2025-03-16 14:31:21
YOSH,20.19,2.19,12.17,2025-03-16 14:31:21
EEX,4.09,0.44,12.05,2025-03-16 14:31:21
GENK,6.33,0.68,12.04,2025-03-16 14:31:21
VNET,11.65,1.25,12.02,2025-03-16 14:31:21
TEM,47.17,5.0,11.87,2025-03-16 14:31:21
JUNE,5.76,0.61,11.84,2025-03-16 14:31:21
INOD,48.18,5.04,11.68,2025-03-16 14:31:21
CAR,61.95,6.46,11.64,2025-03-16 14:31:21
NVTS,2.5,0.26,11.61,2025-03-16 14:31:21
VERI,2.61,0.27,11.54,2025-03-16 14:31:21
OSS,2.9,0.3,11.54,2025-03-16 14:31:21
BYON,5.62,0.58,11.51,2025-03-16 14:31:21
APLD,7.0,0.72,11.46,2025-03-16 14:31:21
AUR,6.97,0.71,11.34,2025-03-16 14:31:21
BCTX,3.84,0.39,11.3,2025-03-16 14:31:21
ALGS,11.44,1.16,11.28,2025-03-16 14:31:21
ATLC,48.64,4.93,11.28,2025-03-16 14:31:21
CRVO,6.44,0.65,11.23,2025-03-16 14:31:21
POET,3.93,0.4,11.17,2025-03-16 14:31:21
AFYA,18.03,1.81,11.16,2025-03-16 14:31:21
TBH,4.86,0.48,11.1,2025-03-16 14:31:21
EH,24.18,2.41,11.07,2025-03-16 14:31:21
NBR,43.56,4.33,11.04,2025-03-16 14:31:21
MCTR,7.77,0.76,10.88,2025-03-16 14:31:21
QRHC,2.97,0.29,10.82,2025-03-16 14:31:21
SINT,3.42,0.33,10.68,2025-03-16 14:31:21
